5:  Para cada película, muestra cuántas copias hay en el inventario.
film_id	title	copies
921	UNCUT SUICIDES	4
922	UNDEFEATED DALMATIONS	7
923	UNFAITHFUL KILL	3
924	UNFORGIVEN ZOOLANDER	5
925	UNITED PILOT	5
926	UNTOUCHABLES SUNRISE	2
927	UPRISING UPTOWN	4
928	UPTOWN YOUNG	3
929	USUAL UNTOUCHABLES	4
930	VACATION BOONDOCK	6
931	VALENTINE VANISHING	3
932	VALLEY PACKER	4
933	VAMPIRE WHALE	3
934	VANILLA DAY	3
935	VANISHED GARDEN	2
936	VANISHING ROCKY	6
937	VARSITY TRIP	5
938	VELVET TERMINATOR	6
939	VERTIGO NORTHWEST	4
940	VICTORY ACADEMY	3
941	VIDEOTAPE ARSENIC	7
942	VIETNAM SMOOCHY	4
944	VIRGIN DAISY	5
945	VIRGINIAN PLUTO	8
946	VIRTUAL SPOILERS	4
947	VISION TORQUE	2
948	VOICE PEACH	6
949	VOLCANO TEXAS	6
951	VOYAGE LEGALLY	7
952	WAGON JAWS	3
953	WAIT CIDER	6
956	WANDA CHAMBER	4
957	WAR NOTTING	5
958	WARDROBE PHANTOM	6
959	WARLOCK WEREWOLF	2
960	WARS PLUTO	3
961	WASH HEAVENLY	5
962	WASTELAND DIVINE	4
963	WATCH TRACY	5
964	WATERFRONT DELIVERANCE	5
965	WATERSHIP FRONTIER	2
966	WEDDING APOLLO	6
967	WEEKEND PERSONAL	5
968	WEREWOLF LOLA	3
969	WEST LION	4
970	WESTWARD SEABISCUIT	7
971	WHALE BIKINI	4
972	WHISPERER GIANT	6
973	WIFE TURN	8
974	WILD APOLLO	2
975	WILLOW TRACY	5
976	WIND PHANTOM	6
977	WINDOW SIDE	3
978	WISDOM WORKER	3
979	WITCHES PANIC	7
980	WIZARD COLDBLOODED	5
981	WOLVES DESIRE	6
982	WOMEN DORADO	7
983	WON DARES	3
984	WONDERFUL DROP	2
985	WONDERLAND CHRISTMAS	7
986	WONKA SEA	6
987	WORDS HUNTER	4
988	WORKER TARZAN	5
989	WORKING MICROCOSMOS	6
990	WORLD LEATHERNECKS	2
991	WORST BANGER	5
992	WRATH MILE	4
993	WRONG BEHAVIOR	7
994	WYOMING STORM	3
995	YENTL IDAHO	6
996	YOUNG LANGUAGE	2
997	YOUTH KICK	2
998	ZHIVAGO CORE	2
999	ZOOLANDER FICTION	5
1000	ZORRO ARK	8

