25:  Para cada película, muestra el promedio de tarifa de alquiler (rental_rate) de las copias existentes (es un promedio redundante pero válido).
film_id	title	avg_rate
772	SEA VIRGIN	2.990000
773	SEABISCUIT PUNK	2.990000
774	SEARCHERS WAIT	2.990000
775	SEATTLE EXPECATIONS	4.990000
776	SECRET GROUNDHOG	4.990000
777	SECRETARY ROUGE	4.990000
778	SECRETS PARADISE	4.990000
779	SENSE GREEK	4.990000
780	SENSIBILITY REAR	4.990000
781	SEVEN SWARM	4.990000
782	SHAKESPEARE SADDLE	2.990000
783	SHANE DARKNESS	2.990000
784	SHANGHAI TYCOON	2.990000
785	SHAWSHANK BUBBLE	4.990000
786	SHEPHERD MIDSUMMER	0.990000
787	SHINING ROSES	0.990000
788	SHIP WONDERLAND	2.990000
789	SHOCK CABIN	2.990000
790	SHOOTIST SUPERFLY	0.990000
791	SHOW LORD	4.990000
792	SHREK LICENSE	2.990000
793	SHRUNK DIVINE	2.990000
794	SIDE ARK	0.990000
795	SIEGE MADRE	0.990000
796	SIERRA DIVIDE	0.990000
797	SILENCE KANE	0.990000
798	SILVERADO GOLDFINGER	4.990000
799	SIMON NORTH	0.990000
800	SINNERS ATLANTIS	2.990000
803	SLACKER LIAISONS	4.990000
804	SLEEPING SUSPECTS	4.990000
805	SLEEPLESS MONSOON	4.990000
806	SLEEPY JAPANESE	2.990000
807	SLEUTH ORIENT	0.990000
808	SLING LUKE	0.990000
809	SLIPPER FIDELITY	0.990000
810	SLUMS DUCK	0.990000
811	SMILE EARRING	2.990000
812	SMOKING BARBARELLA	0.990000
813	SMOOCHY CONTROL	0.990000
814	SNATCH SLIPPER	4.990000
815	SNATCHERS MONTEZUMA	2.990000
816	SNOWMAN ROLLERCOASTER	0.990000
817	SOLDIERS EVOLUTION	4.990000
818	SOMETHING DUCK	4.990000
819	SONG HEDWIG	0.990000
820	SONS INTERVIEW	2.990000
821	SORORITY QUEEN	0.990000
822	SOUP WISDOM	0.990000
823	SOUTH WAIT	2.990000
824	SPARTACUS CHEAPER	4.990000
825	SPEAKEASY DATE	2.990000
826	SPEED SUIT	4.990000
827	SPICE SORORITY	4.990000
828	SPIKING ELEMENT	2.990000
829	SPINAL ROCKY	2.990000
830	SPIRIT FLINTSTONES	0.990000
831	SPIRITED CASUALTIES	0.990000
832	SPLASH GUMP	0.990000
833	SPLENDOR PATTON	0.990000
834	SPOILERS HELLFIGHTERS	0.990000
835	SPY MILE	2.990000
836	SQUAD FISH	2.990000
837	STAGE WORLD	2.990000
838	STAGECOACH ARMAGEDDON	4.990000
839	STALLION SUNDANCE	0.990000
840	STAMPEDE DISTURBING	0.990000
841	STAR OPERATION	2.990000
842	STATE WASTELAND	2.990000
843	STEEL SANTA	4.990000
844	STEERS ARMAGEDDON	4.990000
845	STEPMOM DREAM	4.990000
846	STING PERSONAL	4.990000
847	STOCK GLASS	2.990000
848	STONE FIRE	0.990000
849	STORM HAPPINESS	0.990000
850	STORY SIDE	0.990000
851	STRAIGHT HOURS	0.990000
852	STRANGELOVE DESIRE	0.990000
853	STRANGER STRANGERS	4.990000
854	STRANGERS GRAFFITI	4.990000
855	STREAK RIDGEMONT	0.990000
856	STREETCAR INTENTIONS	4.990000
857	STRICTLY SCARFACE	2.990000
858	SUBMARINE BED	4.990000
859	SUGAR WONKA	4.990000
861	SUIT WALLS	4.990000
862	SUMMER SCARFACE	0.990000
863	SUN CONFESSIONS	0.990000
864	SUNDANCE INVASION	0.990000
865	SUNRISE LEAGUE	4.990000
866	SUNSET RACER	0.990000
867	SUPER WYOMING	4.990000
868	SUPERFLY TRIP	0.990000
869	SUSPECTS QUILLS	2.990000
870	SWARM GOLD	0.990000
871	SWEDEN SHINING	4.990000
872	SWEET BROTHERHOOD	2.990000
873	SWEETHEARTS SUSPECTS	0.990000
875	TALENTED HOMICIDE	0.990000
876	TARZAN VIDEOTAPE	2.990000
877	TAXI KICK	0.990000
878	TEEN APOLLO	4.990000
879	TELEGRAPH VOYAGE	4.990000
880	TELEMARK HEARTBREAKERS	2.990000
881	TEMPLE ATTRACTION	4.990000
882	TENENBAUMS COMMAND	0.990000
883	TEQUILA PAST	4.990000
884	TERMINATOR CLUB	4.990000
885	TEXAS WATCH	0.990000
886	THEORY MERMAID	0.990000
887	THIEF PELICAN	4.990000
888	THIN SAGEBRUSH	4.990000
889	TIES HUNGER	4.990000
890	TIGHTS DAWN	0.990000
891	TIMBERLAND SKY	0.990000
892	TITANIC BOONDOCK	4.990000
893	TITANS JERK	4.990000
894	TOMATOES HELLFIGHTERS	0.990000
895	TOMORROW HUSTLER	2.990000
896	TOOTSIE PILOT	0.990000
897	TORQUE BOUND	4.990000
898	TOURIST PELICAN	4.990000
899	TOWERS HURRICANE	0.990000
900	TOWN ARK	2.990000
901	TRACY CIDER	0.990000
902	TRADING PINOCCHIO	4.990000
903	TRAFFIC HOBBIT	4.990000
904	TRAIN BUNCH	4.990000
905	TRAINSPOTTING STRANGERS	4.990000
906	TRAMP OTHERS	0.990000
907	TRANSLATION SUMMER	0.990000
908	TRAP GUYS	4.990000
910	TREATMENT JEKYLL	0.990000
911	TRIP NEWTON	4.990000
912	TROJAN TOMORROW	2.990000
913	TROOPERS METAL	0.990000
914	TROUBLE DATE	2.990000
915	TRUMAN CRAZY	4.990000
916	TURN STAR	2.990000
917	TUXEDO MILE	2.990000
918	TWISTED PIRATES	4.990000
919	TYCOON GATHERING	4.990000
920	UNBREAKABLE KARATE	0.990000
921	UNCUT SUICIDES	2.990000
922	UNDEFEATED DALMATIONS	4.990000
923	UNFAITHFUL KILL	2.990000
924	UNFORGIVEN ZOOLANDER	0.990000
925	UNITED PILOT	0.990000
926	UNTOUCHABLES SUNRISE	2.990000
927	UPRISING UPTOWN	2.990000
928	UPTOWN YOUNG	2.990000
929	USUAL UNTOUCHABLES	4.990000
930	VACATION BOONDOCK	2.990000
931	VALENTINE VANISHING	0.990000
932	VALLEY PACKER	0.990000
933	VAMPIRE WHALE	4.990000
934	VANILLA DAY	4.990000
935	VANISHED GARDEN	0.990000
936	VANISHING ROCKY	2.990000
937	VARSITY TRIP	2.990000
938	VELVET TERMINATOR	4.990000
939	VERTIGO NORTHWEST	2.990000
940	VICTORY ACADEMY	0.990000
941	VIDEOTAPE ARSENIC	4.990000
942	VIETNAM SMOOCHY	0.990000
944	VIRGIN DAISY	4.990000
945	VIRGINIAN PLUTO	0.990000
946	VIRTUAL SPOILERS	4.990000
947	VISION TORQUE	0.990000
948	VOICE PEACH	0.990000
949	VOLCANO TEXAS	0.990000
951	VOYAGE LEGALLY	0.990000
952	WAGON JAWS	2.990000
953	WAIT CIDER	0.990000
956	WANDA CHAMBER	4.990000
957	WAR NOTTING	4.990000
958	WARDROBE PHANTOM	2.990000
959	WARLOCK WEREWOLF	2.990000
960	WARS PLUTO	2.990000
961	WASH HEAVENLY	4.990000
962	WASTELAND DIVINE	2.990000
963	WATCH TRACY	0.990000
964	WATERFRONT DELIVERANCE	4.990000
965	WATERSHIP FRONTIER	0.990000
966	WEDDING APOLLO	0.990000
967	WEEKEND PERSONAL	2.990000
968	WEREWOLF LOLA	4.990000
969	WEST LION	4.990000
970	WESTWARD SEABISCUIT	0.990000
971	WHALE BIKINI	4.990000
972	WHISPERER GIANT	4.990000
973	WIFE TURN	4.990000
974	WILD APOLLO	0.990000
975	WILLOW TRACY	2.990000
976	WIND PHANTOM	0.990000
977	WINDOW SIDE	2.990000
978	WISDOM WORKER	0.990000
979	WITCHES PANIC	4.990000
980	WIZARD COLDBLOODED	4.990000
981	WOLVES DESIRE	0.990000
982	WOMEN DORADO	0.990000
983	WON DARES	2.990000
984	WONDERFUL DROP	2.990000
985	WONDERLAND CHRISTMAS	4.990000
986	WONKA SEA	2.990000
987	WORDS HUNTER	2.990000
988	WORKER TARZAN	2.990000
989	WORKING MICROCOSMOS	4.990000
990	WORLD LEATHERNECKS	0.990000
991	WORST BANGER	2.990000
992	WRATH MILE	0.990000
993	WRONG BEHAVIOR	2.990000
994	WYOMING STORM	4.990000
995	YENTL IDAHO	4.990000
996	YOUNG LANGUAGE	0.990000
997	YOUTH KICK	0.990000
998	ZHIVAGO CORE	0.990000
999	ZOOLANDER FICTION	2.990000
1000	ZORRO ARK	4.990000

